CYP	Drug Identifier	Isoform	CYP-Isoform
2B6	trofosfamide	2	2B6-2
3A4	trofosfamide	1	3A4-1
2C8	buprenorphine	1	2C8-1
2C8	buprenorphine	2	2C8-2
2D6	buprenorphine	1	2D6-1
2D6	buprenorphine	2	2D6-2
3A4	buprenorphine	1	3A4-1
2C19	dapsone	1	2C19-1
2C8	dapsone	1	2C8-1
2C8	dapsone	2	2C8-2
2C9	dapsone	1	2C9-1
2C9	dapsone	2	2C9-2
2E1	dapsone	1	2E1-1
3A4	dapsone	1	3A4-1
3A5	dapsone	1	3A5-1
3A5	dapsone	2	3A5-2
3A7	dapsone	1	3A7-1
3A7	dapsone	2	3A7-2
2C19	lansoprazole	1	2C19-1
2C8	lansoprazole	1	2C8-1
2C8	lansoprazole	2	2C8-2
2C9	lansoprazole	1	2C9-1
2C9	lansoprazole	2	2C9-2
3A4	lansoprazole	1	3A4-1
2C19	mephenytoin	1	2C19-1
2C8	mephenytoin	1	2C8-1
2C8	mephenytoin	2	2C8-2
2C9	mephenytoin	1	2C9-1
2C9	mephenytoin	2	2C9-2
2D6	mephenytoin	1	2D6-1
2D6	mephenytoin	2	2D6-2
3A4	mephenytoin	1	3A4-1
3A5	mephenytoin	1	3A5-1
3A5	mephenytoin	2	3A5-2
2C19	phenytoin	1	2C19-1
2C8	phenytoin	1	2C8-1
2C8	phenytoin	2	2C8-2
2C9	phenytoin	1	2C9-1
2C9	phenytoin	2	2C9-2
3A4	phenytoin	1	3A4-1
2C19	tolbutamide	1	2C19-1
2C8	tolbutamide	1	2C8-1
2C8	tolbutamide	2	2C8-2
2C9	tolbutamide	1	2C9-1
2C9	tolbutamide	2	2C9-2
2C19	adinazolam	1	2C19-1
3A4	adinazolam	1	3A4-1
2C19	amoxicillin	1	2C19-1
2C19	artemether	1	2C19-1
2D6	artemether	1	2D6-1
2D6	artemether	2	2D6-2
3A4	artemether	1	3A4-1
2C19	atomoxetine	1	2C19-1
2D6	atomoxetine	1	2D6-1
2D6	atomoxetine	2	2D6-2
2C19	benzatropine	1	2C19-1
2D6	benzatropine	1	2D6-1
2D6	benzatropine	2	2D6-2
2C19	benzethonium	1	2C19-1
2D6	benzethonium	1	2D6-1
2D6	benzethonium	2	2D6-2
2C19	buflomedil	1	2C19-1
2D6	buflomedil	1	2D6-1
2D6	buflomedil	2	2D6-2
2C19	carisoprodol	1	2C19-1
2C19	chloramphenicol	1	2C19-1
2C19	chlorpropamide	1	2C19-1
2C9	chlorpropamide	1	2C9-1
2C9	chlorpropamide	2	2C9-2
2C19	citalopram	1	2C19-1
2D6	citalopram	1	2D6-1
2D6	citalopram	2	2D6-2
2E1	citalopram	1	2E1-1
3A4	citalopram	1	3A4-1
2C19	clarithromycin	1	2C19-1
3A4	clarithromycin	1	3A4-1
3A5	clarithromycin	1	3A5-1
3A5	clarithromycin	2	3A5-2
3A7	clarithromycin	1	3A7-1
3A7	clarithromycin	2	3A7-2
2C19	desogestrel	1	2C19-1
2C9	desogestrel	1	2C9-1
2C9	desogestrel	2	2C9-2
3A4	desogestrel	1	3A4-1
2C19	doxazosin	1	2C19-1
2D6	doxazosin	1	2D6-1
2D6	doxazosin	2	2D6-2
3A4	doxazosin	1	3A4-1
2C19	escitalopram	1	2C19-1
2D6	escitalopram	1	2D6-1
2D6	escitalopram	2	2D6-2
3A4	escitalopram	1	3A4-1
2C19	esomeprazole	1	2C19-1
3A4	esomeprazole	1	3A4-1
2C19	etizolam	1	2C19-1
3A4	etizolam	1	3A4-1
2C19	famotidine	1	2C19-1
2C19	fosphenytoin	1	2C19-1
2C8	fosphenytoin	1	2C8-1
2C8	fosphenytoin	2	2C8-2
2C9	fosphenytoin	1	2C9-1
2C9	fosphenytoin	2	2C9-2
3A4	fosphenytoin	1	3A4-1
2C19	glibenclamide	1	2C19-1
2C9	glibenclamide	1	2C9-1
2C9	glibenclamide	2	2C9-2
3A4	glibenclamide	1	3A4-1
2C19	glipizide	1	2C19-1
2C8	glipizide	1	2C8-1
2C8	glipizide	2	2C8-2
2C9	glipizide	1	2C9-1
2C9	glipizide	2	2C9-2
3A4	glipizide	1	3A4-1
2C19	glucosamine	1	2C19-1
2E1	glucosamine	1	2E1-1
2C19	ibuprofen	1	2C19-1
2C8	ibuprofen	1	2C8-1
2C8	ibuprofen	2	2C8-2
2C9	ibuprofen	1	2C9-1
2C9	ibuprofen	2	2C9-2
2C19	indometacin	1	2C19-1
2C8	indometacin	1	2C8-1
2C8	indometacin	2	2C8-2
2C9	indometacin	1	2C9-1
2C9	indometacin	2	2C9-2
2C19	lynestrenol	1	2C19-1
3A4	lynestrenol	1	3A4-1
2C19	medazepam	1	2C19-1
3A4	medazepam	1	3A4-1
2C19	meprobamate	1	2C19-1
2E1	meprobamate	1	2E1-1
2C19	mesuximide	1	2C19-1
2C19	metoprolol	1	2C19-1
2D6	metoprolol	1	2D6-1
2D6	metoprolol	2	2D6-2
2C19	moclobemide	1	2C19-1
2C9	moclobemide	1	2C9-1
2C9	moclobemide	2	2C9-2
2D6	moclobemide	1	2D6-1
2D6	moclobemide	2	2D6-2
2C19	nelfinavir	1	2C19-1
3A4	nelfinavir	1	3A4-1
3A5	nelfinavir	1	3A5-1
3A5	nelfinavir	2	3A5-2
3A7	nelfinavir	1	3A7-1
3A7	nelfinavir	2	3A7-2
2C19	nilutamide	1	2C19-1
2C19	nordazepam	1	2C19-1
3A4	nordazepam	1	3A4-1
2C19	pentobarbital	1	2C19-1
2C19	phenelzine	1	2C19-1
3A4	phenelzine	1	3A4-1
3A5	phenelzine	1	3A5-1
3A5	phenelzine	2	3A5-2
2C19	phenobarbital	1	2C19-1
2C8	phenobarbital	1	2C8-1
2C8	phenobarbital	2	2C8-2
2C9	phenobarbital	1	2C9-1
2C9	phenobarbital	2	2C9-2
2E1	phenobarbital	1	2E1-1
2C19	podophyllotoxin	1	2C19-1
3A4	podophyllotoxin	1	3A4-1
2C19	primidone	1	2C19-1
2C19	quazepam	1	2C19-1
2C9	quazepam	1	2C9-1
2C9	quazepam	2	2C9-2
3A4	quazepam	1	3A4-1
2C19	quetiapine	1	2C19-1
2D6	quetiapine	1	2D6-1
2D6	quetiapine	2	2D6-2
3A4	quetiapine	1	3A4-1
3A5	quetiapine	1	3A5-1
3A5	quetiapine	2	3A5-2
3A7	quetiapine	1	3A7-1
3A7	quetiapine	2	3A7-2
2C19	rabeprazole	1	2C19-1
3A4	rabeprazole	1	3A4-1
2C19	seratrodast	1	2C19-1
2C8	seratrodast	1	2C8-1
2C8	seratrodast	2	2C8-2
2C9	seratrodast	1	2C9-1
2C9	seratrodast	2	2C9-2
3A4	seratrodast	1	3A4-1
2C19	sildenafil	1	2C19-1
2C9	sildenafil	1	2C9-1
2C9	sildenafil	2	2C9-2
2D6	sildenafil	1	2D6-1
2D6	sildenafil	2	2D6-2
3A4	sildenafil	1	3A4-1
3A5	sildenafil	1	3A5-1
3A5	sildenafil	2	3A5-2
3A7	sildenafil	1	3A7-1
3A7	sildenafil	2	3A7-2
2C19	teniposide	1	2C19-1
3A4	teniposide	1	3A4-1
3A5	teniposide	1	3A5-1
3A5	teniposide	2	3A5-2
2C19	timolol	1	2C19-1
2D6	timolol	1	2D6-1
2D6	timolol	2	2D6-2
2C19	tolterodine	1	2C19-1
2C9	tolterodine	1	2C9-1
2C9	tolterodine	2	2C9-2
2D6	tolterodine	1	2D6-1
2D6	tolterodine	2	2D6-2
3A4	tolterodine	1	3A4-1
2C19	trabectedin	1	2C19-1
2C9	trabectedin	1	2C9-1
2C9	trabectedin	2	2C9-2
2D6	trabectedin	1	2D6-1
2D6	trabectedin	2	2D6-2
2E1	trabectedin	1	2E1-1
3A4	trabectedin	1	3A4-1
2C19	trimethadione	1	2C19-1
2C8	trimethadione	1	2C8-1
2C8	trimethadione	2	2C8-2
2C9	trimethadione	1	2C9-1
2C9	trimethadione	2	2C9-2
2E1	trimethadione	1	2E1-1
3A4	trimethadione	1	3A4-1
2C19	trimipramine	1	2C19-1
2C9	trimipramine	1	2C9-1
2C9	trimipramine	2	2C9-2
2D6	trimipramine	1	2D6-1
2D6	trimipramine	2	2D6-2
3A4	trimipramine	1	3A4-1
2C19	venlafaxine	1	2C19-1
2C9	venlafaxine	1	2C9-1
2C9	venlafaxine	2	2C9-2
2D6	venlafaxine	1	2D6-1
2D6	venlafaxine	2	2D6-2
3A4	venlafaxine	1	3A4-1
2C19	voriconazole	1	2C19-1
2C9	voriconazole	1	2C9-1
2C9	voriconazole	2	2C9-2
3A4	voriconazole	1	3A4-1
2C19	zonisamide	1	2C19-1
3A4	zonisamide	1	3A4-1
3A5	zonisamide	1	3A5-1
3A5	zonisamide	2	3A5-2
2C8	acetylsalicylic acid	1	2C8-1
2C8	acetylsalicylic acid	2	2C8-2
2C9	acetylsalicylic acid	1	2C9-1
2C9	acetylsalicylic acid	2	2C9-2
2C8	amprenavir	1	2C8-1
2C8	amprenavir	2	2C8-2
2C9	amprenavir	1	2C9-1
2C9	amprenavir	2	2C9-2
2D6	amprenavir	1	2D6-1
2D6	amprenavir	2	2D6-2
3A4	amprenavir	1	3A4-1
3A5	amprenavir	1	3A5-1
3A5	amprenavir	2	3A5-2
2C8	cefaloridine	1	2C8-1
2C8	cefaloridine	2	2C8-2
2C8	cerivastatin	1	2C8-1
2C8	cerivastatin	2	2C8-2
3A4	cerivastatin	1	3A4-1
3A5	cerivastatin	1	3A5-1
3A5	cerivastatin	2	3A5-2
3A7	cerivastatin	1	3A7-1
3A7	cerivastatin	2	3A7-2
2C8	diltiazem	1	2C8-1
2C8	diltiazem	2	2C8-2
2C9	diltiazem	1	2C9-1
2C9	diltiazem	2	2C9-2
2D6	diltiazem	1	2D6-1
2D6	diltiazem	2	2D6-2
3A4	diltiazem	1	3A4-1
3A5	diltiazem	1	3A5-1
3A5	diltiazem	2	3A5-2
3A7	diltiazem	1	3A7-1
3A7	diltiazem	2	3A7-2
2C8	dolasetron	1	2C8-1
2C8	dolasetron	2	2C8-2
2C9	dolasetron	1	2C9-1
2C9	dolasetron	2	2C9-2
2D6	dolasetron	1	2D6-1
2D6	dolasetron	2	2D6-2
3A4	dolasetron	1	3A4-1
2C8	dorzolamide	1	2C8-1
2C8	dorzolamide	2	2C8-2
2C9	dorzolamide	1	2C9-1
2C9	dorzolamide	2	2C9-2
2E1	dorzolamide	1	2E1-1
3A4	dorzolamide	1	3A4-1
2C8	flurbiprofen	1	2C8-1
2C8	flurbiprofen	2	2C8-2
2C9	flurbiprofen	1	2C9-1
2C9	flurbiprofen	2	2C9-2
2C8	fosamprenavir	1	2C8-1
2C8	fosamprenavir	2	2C8-2
2C9	fosamprenavir	1	2C9-1
2C9	fosamprenavir	2	2C9-2
3A4	fosamprenavir	1	3A4-1
2C8	glimepiride	1	2C8-1
2C8	glimepiride	2	2C8-2
2C9	glimepiride	1	2C9-1
2C9	glimepiride	2	2C9-2
2C8	halofantrine	1	2C8-1
2C8	halofantrine	2	2C8-2
2C9	halofantrine	1	2C9-1
2C9	halofantrine	2	2C9-2
2D6	halofantrine	1	2D6-1
2D6	halofantrine	2	2D6-2
3A4	halofantrine	1	3A4-1
3A5	halofantrine	1	3A5-1
3A5	halofantrine	2	3A5-2
2C8	irbesartan	1	2C8-1
2C8	irbesartan	2	2C8-2
2C9	irbesartan	1	2C9-1
2C9	irbesartan	2	2C9-2
2C8	leflunomide	1	2C8-1
2C8	leflunomide	2	2C8-2
2C9	leflunomide	1	2C9-1
2C9	leflunomide	2	2C9-2
2C8	losartan	1	2C8-1
2C8	losartan	2	2C8-2
2C9	losartan	1	2C9-1
2C9	losartan	2	2C9-2
3A4	losartan	1	3A4-1
3A5	losartan	1	3A5-1
3A5	losartan	2	3A5-2
2C8	mefenamic acid	1	2C8-1
2C8	mefenamic acid	2	2C8-2
2C9	mefenamic acid	1	2C9-1
2C9	mefenamic acid	2	2C9-2
2C8	meloxicam	1	2C8-1
2C8	meloxicam	2	2C8-2
2C9	meloxicam	1	2C9-1
2C9	meloxicam	2	2C9-2
3A4	meloxicam	1	3A4-1
2C8	morphine	1	2C8-1
2C8	morphine	2	2C8-2
2D6	morphine	1	2D6-1
2D6	morphine	2	2D6-2
3A4	morphine	1	3A4-1
2C8	naloxone	1	2C8-1
2C8	naloxone	2	2C8-2
3A4	naloxone	1	3A4-1
2C8	nicardipine	1	2C8-1
2C8	nicardipine	2	2C8-2
2D6	nicardipine	1	2D6-1
2D6	nicardipine	2	2D6-2
2E1	nicardipine	1	2E1-1
3A4	nicardipine	1	3A4-1
2C8	paclitaxel	1	2C8-1
2C8	paclitaxel	2	2C8-2
2C9	paclitaxel	1	2C9-1
2C9	paclitaxel	2	2C9-2
3A4	paclitaxel	1	3A4-1
3A5	paclitaxel	1	3A5-1
3A5	paclitaxel	2	3A5-2
3A7	paclitaxel	1	3A7-1
3A7	paclitaxel	2	3A7-2
2C8	phenprocoumon	1	2C8-1
2C8	phenprocoumon	2	2C8-2
2C9	phenprocoumon	1	2C9-1
2C9	phenprocoumon	2	2C9-2
3A4	phenprocoumon	1	3A4-1
2C8	pioglitazone	1	2C8-1
2C8	pioglitazone	2	2C8-2
2C9	pioglitazone	1	2C9-1
2C9	pioglitazone	2	2C9-2
3A4	pioglitazone	1	3A4-1
2C8	piroxicam	1	2C8-1
2C8	piroxicam	2	2C8-2
2C9	piroxicam	1	2C9-1
2C9	piroxicam	2	2C9-2
2C8	quinidine	1	2C8-1
2C8	quinidine	2	2C8-2
2C9	quinidine	1	2C9-1
2C9	quinidine	2	2C9-2
2E1	quinidine	1	2E1-1
3A4	quinidine	1	3A4-1
3A7	quinidine	1	3A7-1
3A7	quinidine	2	3A7-2
2C8	repaglinide	1	2C8-1
2C8	repaglinide	2	2C8-2
3A4	repaglinide	1	3A4-1
2C8	rosiglitazone	1	2C8-1
2C8	rosiglitazone	2	2C8-2
2C9	rosiglitazone	1	2C9-1
2C9	rosiglitazone	2	2C9-2
2C8	simvastatin	1	2C8-1
2C8	simvastatin	2	2C8-2
2D6	simvastatin	1	2D6-1
2D6	simvastatin	2	2D6-2
3A4	simvastatin	1	3A4-1
3A5	simvastatin	1	3A5-1
3A5	simvastatin	2	3A5-2
3A7	simvastatin	1	3A7-1
3A7	simvastatin	2	3A7-2
2C8	sulfadiazine	1	2C8-1
2C8	sulfadiazine	2	2C8-2
2C9	sulfadiazine	1	2C9-1
2C9	sulfadiazine	2	2C9-2
2E1	sulfadiazine	1	2E1-1
3A4	sulfadiazine	1	3A4-1
2C8	sulfafurazole	1	2C8-1
2C8	sulfafurazole	2	2C8-2
2C9	sulfafurazole	1	2C9-1
2C9	sulfafurazole	2	2C9-2
2C8	sulfinpyrazon	1	2C8-1
2C8	sulfinpyrazon	2	2C8-2
2C9	sulfinpyrazon	1	2C9-1
2C9	sulfinpyrazon	2	2C9-2
3A4	sulfinpyrazon	1	3A4-1
2C8	tazarotene	1	2C8-1
2C8	tazarotene	2	2C8-2
2C8	torasemide	1	2C8-1
2C8	torasemide	2	2C8-2
2C9	torasemide	1	2C9-1
2C9	torasemide	2	2C9-2
2C8	trimethoprim	1	2C8-1
2C8	trimethoprim	2	2C8-2
2C9	trimethoprim	1	2C9-1
2C9	trimethoprim	2	2C9-2
3A4	trimethoprim	1	3A4-1
2C8	zafirlukast	1	2C8-1
2C8	zafirlukast	2	2C8-2
2C9	zafirlukast	1	2C9-1
2C9	zafirlukast	2	2C9-2
2C8	zopiclone	1	2C8-1
2C8	zopiclone	2	2C8-2
2C9	zopiclone	1	2C9-1
2C9	zopiclone	2	2C9-2
2E1	zopiclone	1	2E1-1
3A4	zopiclone	1	3A4-1
2C9	aceclofenac	1	2C9-1
2C9	aceclofenac	2	2C9-2
2C9	acenocoumarol	1	2C9-1
2C9	acenocoumarol	2	2C9-2
2C9	bexarotene	1	2C9-1
2C9	bexarotene	2	2C9-2
3A4	bexarotene	1	3A4-1
2C9	bosentan	1	2C9-1
2C9	bosentan	2	2C9-2
3A4	bosentan	1	3A4-1
2C9	candesartan	1	2C9-1
2C9	candesartan	2	2C9-2
2C9	celecoxib	1	2C9-1
2C9	celecoxib	2	2C9-2
3A4	celecoxib	1	3A4-1
2C9	dicoumarol	1	2C9-1
2C9	dicoumarol	2	2C9-2
2C9	epoprostenol	1	2C9-1
2C9	epoprostenol	2	2C9-2
2C9	etodolac	1	2C9-1
2C9	etodolac	2	2C9-2
2C9	fluconazole	1	2C9-1
2C9	fluconazole	2	2C9-2
2C9	histamine	1	2C9-1
2C9	histamine	2	2C9-2
3A4	histamine	1	3A4-1
2C9	hydromorphone	1	2C9-1
2C9	hydromorphone	2	2C9-2
2D6	hydromorphone	1	2D6-1
2D6	hydromorphone	2	2D6-2
3A4	hydromorphone	1	3A4-1
2C9	idarubicin	1	2C9-1
2C9	idarubicin	2	2C9-2
2D6	idarubicin	1	2D6-1
2D6	idarubicin	2	2D6-2
2C9	loratadine	1	2C9-1
2C9	loratadine	2	2C9-2
2D6	loratadine	1	2D6-1
2D6	loratadine	2	2D6-2
3A4	loratadine	1	3A4-1
2C9	lornoxicam	1	2C9-1
2C9	lornoxicam	2	2C9-2
2C9	metronidazole	1	2C9-1
2C9	metronidazole	2	2C9-2
3A4	metronidazole	1	3A4-1
2C9	nateglinide	1	2C9-1
2C9	nateglinide	2	2C9-2
2D6	nateglinide	1	2D6-1
2D6	nateglinide	2	2D6-2
3A4	nateglinide	1	3A4-1
3A5	nateglinide	1	3A5-1
3A5	nateglinide	2	3A5-2
3A7	nateglinide	1	3A7-1
3A7	nateglinide	2	3A7-2
2C9	nimesulide	1	2C9-1
2C9	nimesulide	2	2C9-2
2C9	oxaprozin	1	2C9-1
2C9	oxaprozin	2	2C9-2
2C9	phenylbutazone	1	2C9-1
2C9	phenylbutazone	2	2C9-2
2C9	pravastatin	1	2C9-1
2C9	pravastatin	2	2C9-2
3A4	pravastatin	1	3A4-1
3A5	pravastatin	1	3A5-1
3A5	pravastatin	2	3A5-2
2C9	sulfamethoxazole	1	2C9-1
2C9	sulfamethoxazole	2	2C9-2
3A4	sulfamethoxazole	1	3A4-1
2C9	sulfamethoxazole and trimethoprim	1	2C9-1
2C9	sulfamethoxazole and trimethoprim	2	2C9-2
2C9	suprofen	1	2C9-1
2C9	suprofen	2	2C9-2
2C9	tenoxicam	1	2C9-1
2C9	tenoxicam	2	2C9-2
2C9	terfenadine	1	2C9-1
2C9	terfenadine	2	2C9-2
2D6	terfenadine	1	2D6-1
2D6	terfenadine	2	2D6-2
3A4	terfenadine	1	3A4-1
3A5	terfenadine	1	3A5-1
3A5	terfenadine	2	3A5-2
3A7	terfenadine	1	3A7-1
3A7	terfenadine	2	3A7-2
2C9	tienilic acid	1	2C9-1
2C9	tienilic acid	2	2C9-2
2C9	tropisetron	1	2C9-1
2C9	tropisetron	2	2C9-2
2D6	tropisetron	1	2D6-1
2D6	tropisetron	2	2D6-2
3A4	tropisetron	1	3A4-1
2C9	valdecoxib	1	2C9-1
2C9	valdecoxib	2	2C9-2
3A4	valdecoxib	1	3A4-1
2C9	valsartan	1	2C9-1
2C9	valsartan	2	2C9-2
2C9	ximelagatran	1	2C9-1
2C9	ximelagatran	2	2C9-2
2C9	zalcitabine	1	2C9-1
2C9	zalcitabine	2	2C9-2
2D6	zalcitabine	1	2D6-1
2D6	zalcitabine	2	2D6-2
3A4	zalcitabine	1	3A4-1
3A5	zalcitabine	1	3A5-1
3A5	zalcitabine	2	3A5-2
3A7	zalcitabine	1	3A7-1
3A7	zalcitabine	2	3A7-2
2D6	acetylcholin	1	2D6-1
2D6	acetylcholin	2	2D6-2
2D6	ajmaline	1	2D6-1
2D6	ajmaline	2	2D6-2
2D6	almotriptan	1	2D6-1
2D6	almotriptan	2	2D6-2
3A4	almotriptan	1	3A4-1
2D6	alprenolol	1	2D6-1
2D6	alprenolol	2	2D6-2
2D6	amfetamine	1	2D6-1
2D6	amfetamine	2	2D6-2
2D6	aminobutyric acid	1	2D6-1
2D6	aminobutyric acid	2	2D6-2
2D6	amsacrine	1	2D6-1
2D6	amsacrine	2	2D6-2
2D6	aprindine	1	2D6-1
2D6	aprindine	2	2D6-2
2D6	aripiprazole	1	2D6-1
2D6	aripiprazole	2	2D6-2
3A4	aripiprazole	1	3A4-1
3A5	aripiprazole	1	3A5-1
3A5	aripiprazole	2	3A5-2
3A7	aripiprazole	1	3A7-1
3A7	aripiprazole	2	3A7-2
2D6	astemizole	1	2D6-1
2D6	astemizole	2	2D6-2
3A4	astemizole	1	3A4-1
3A5	astemizole	1	3A5-1
3A5	astemizole	2	3A5-2
3A7	astemizole	1	3A7-1
3A7	astemizole	2	3A7-2
2D6	befunolol	1	2D6-1
2D6	befunolol	2	2D6-2
2D6	bepridil	1	2D6-1
2D6	bepridil	2	2D6-2
2D6	bisoprolol	1	2D6-1
2D6	bisoprolol	2	2D6-2
3A4	bisoprolol	1	3A4-1
2D6	bupranolol	1	2D6-1
2D6	bupranolol	2	2D6-2
2D6	buspirone	1	2D6-1
2D6	buspirone	2	2D6-2
3A4	buspirone	1	3A4-1
3A5	buspirone	1	3A5-1
3A5	buspirone	2	3A5-2
3A7	buspirone	1	3A7-1
3A7	buspirone	2	3A7-2
2D6	captopril	1	2D6-1
2D6	captopril	2	2D6-2
2D6	carteolol	1	2D6-1
2D6	carteolol	2	2D6-2
2D6	cefalexin	1	2D6-1
2D6	cefalexin	2	2D6-2
3A4	cefalexin	1	3A4-1
2D6	chlordiazepoxide	1	2D6-1
2D6	chlordiazepoxide	2	2D6-2
3A4	chlordiazepoxide	1	3A4-1
2D6	chlorphenamine	1	2D6-1
2D6	chlorphenamine	2	2D6-2
3A4	chlorphenamine	1	3A4-1
3A5	chlorphenamine	1	3A5-1
3A5	chlorphenamine	2	3A5-2
3A7	chlorphenamine	1	3A7-1
3A7	chlorphenamine	2	3A7-2
2D6	cibenzoline	1	2D6-1
2D6	cibenzoline	2	2D6-2
3A4	cibenzoline	1	3A4-1
2D6	cocaine	1	2D6-1
2D6	cocaine	2	2D6-2
3A4	cocaine	1	3A4-1
3A5	cocaine	1	3A5-1
3A5	cocaine	2	3A5-2
3A7	cocaine	1	3A7-1
3A7	cocaine	2	3A7-2
2D6	codeine	1	2D6-1
2D6	codeine	2	2D6-2
3A4	codeine	1	3A4-1
3A5	codeine	1	3A5-1
3A5	codeine	2	3A5-2
3A7	codeine	1	3A7-1
3A7	codeine	2	3A7-2
2D6	delavirdine	1	2D6-1
2D6	delavirdine	2	2D6-2
3A4	delavirdine	1	3A4-1
2D6	desvenlafaxine	1	2D6-1
2D6	desvenlafaxine	2	2D6-2
3A4	desvenlafaxine	1	3A4-1
2D6	dexamfetamine	1	2D6-1
2D6	dexamfetamine	2	2D6-2
2D6	dihydrocodein	1	2D6-1
2D6	dihydrocodein	2	2D6-2
3A4	dihydrocodein	1	3A4-1
2D6	diphenhydramin	1	2D6-1
2D6	diphenhydramin	2	2D6-2
2D6	donepezil	1	2D6-1
2D6	donepezil	2	2D6-2
3A4	donepezil	1	3A4-1
2D6	doxorubicin	1	2D6-1
2D6	doxorubicin	2	2D6-2
3A4	doxorubicin	1	3A4-1
3A5	doxorubicin	1	3A5-1
3A5	doxorubicin	2	3A5-2
2D6	eletriptan	1	2D6-1
2D6	eletriptan	2	2D6-2
3A4	eletriptan	1	3A4-1
2D6	emetine	1	2D6-1
2D6	emetine	2	2D6-2
3A4	emetine	1	3A4-1
2D6	encainide	1	2D6-1
2D6	encainide	2	2D6-2
2D6	etilamfetamine	1	2D6-1
2D6	etilamfetamine	2	2D6-2
2D6	fesoterodine	1	2D6-1
2D6	fesoterodine	2	2D6-2
3A4	fesoterodine	1	3A4-1
2D6	fluphenazine	1	2D6-1
2D6	fluphenazine	2	2D6-2
2D6	galantamine	1	2D6-1
2D6	galantamine	2	2D6-2
3A4	galantamine	1	3A4-1
2D6	gefitinib	1	2D6-1
2D6	gefitinib	2	2D6-2
3A4	gefitinib	1	3A4-1
2D6	gepirone	1	2D6-1
2D6	gepirone	2	2D6-2
3A4	gepirone	1	3A4-1
2D6	guanoxan	1	2D6-1
2D6	guanoxan	2	2D6-2
2D6	hydrocodone	1	2D6-1
2D6	hydrocodone	2	2D6-2
2D6	indinavir	1	2D6-1
2D6	indinavir	2	2D6-2
3A4	indinavir	1	3A4-1
3A5	indinavir	1	3A5-1
3A5	indinavir	2	3A5-2
3A7	indinavir	1	3A7-1
3A7	indinavir	2	3A7-2
2D6	indoramin	1	2D6-1
2D6	indoramin	2	2D6-2
2D6	labetalol	1	2D6-1
2D6	labetalol	2	2D6-2
2D6	levodopa	1	2D6-1
2D6	levodopa	2	2D6-2
2D6	levomepromazine	1	2D6-1
2D6	levomepromazine	2	2D6-2
2D6	lisurid	1	2D6-1
2D6	lisurid	2	2D6-2
3A4	lisurid	1	3A4-1
2D6	lofepramine	1	2D6-1
2D6	lofepramine	2	2D6-2
2D6	lomustine	1	2D6-1
2D6	lomustine	2	2D6-2
2D6	mequitazine	1	2D6-1
2D6	mequitazine	2	2D6-2
2D6	mesoridazine	1	2D6-1
2D6	mesoridazine	2	2D6-2
2D6	metamfetamine	1	2D6-1
2D6	metamfetamine	2	2D6-2
2D6	methoxyphenamine	1	2D6-1
2D6	methoxyphenamine	2	2D6-2
2D6	methyprylon	1	2D6-1
2D6	methyprylon	2	2D6-2
2D6	metoclopramide	1	2D6-1
2D6	metoclopramide	2	2D6-2
2D6	minaprine	1	2D6-1
2D6	minaprine	2	2D6-2
2D6	nebivolol	1	2D6-1
2D6	nebivolol	2	2D6-2
2D6	nicergolin	1	2D6-1
2D6	nicergolin	2	2D6-2
2D6	nifedipine	1	2D6-1
2D6	nifedipine	2	2D6-2
3A4	nifedipine	1	3A4-1
3A5	nifedipine	1	3A5-1
3A5	nifedipine	2	3A5-2
3A7	nifedipine	1	3A7-1
3A7	nifedipine	2	3A7-2
2D6	nitrofural	1	2D6-1
2D6	nitrofural	2	2D6-2
2D6	octopamine	1	2D6-1
2D6	octopamine	2	2D6-2
3A4	octopamine	1	3A4-1
3A5	octopamine	1	3A5-1
3A5	octopamine	2	3A5-2
2D6	opipramol	1	2D6-1
2D6	opipramol	2	2D6-2
2D6	oxatomide	1	2D6-1
2D6	oxatomide	2	2D6-2
3A4	oxatomide	1	3A4-1
2D6	oxycodone	1	2D6-1
2D6	oxycodone	2	2D6-2
3A5	oxycodone	1	3A5-1
3A5	oxycodone	2	3A5-2
3A7	oxycodone	1	3A7-1
3A7	oxycodone	2	3A7-2
2D6	palonosetron	1	2D6-1
2D6	palonosetron	2	2D6-2
2D6	paroxetine	1	2D6-1
2D6	paroxetine	2	2D6-2
2D6	pentoxyverine	1	2D6-1
2D6	pentoxyverine	2	2D6-2
3A4	pentoxyverine	1	3A4-1
2D6	phenformin	1	2D6-1
2D6	phenformin	2	2D6-2
2D6	pindolol	1	2D6-1
2D6	pindolol	2	2D6-2
2D6	piperazine	1	2D6-1
2D6	piperazine	2	2D6-2
2D6	prajmaline	1	2D6-1
2D6	prajmaline	2	2D6-2
2D6	procainamide	1	2D6-1
2D6	procainamide	2	2D6-2
2D6	prochlorperazine	1	2D6-1
2D6	prochlorperazine	2	2D6-2
3A4	prochlorperazine	1	3A4-1
2D6	protriptyline	1	2D6-1
2D6	protriptyline	2	2D6-2
2D6	pseudoephedrine	1	2D6-1
2D6	pseudoephedrine	2	2D6-2
2D6	pyrantel	1	2D6-1
2D6	pyrantel	2	2D6-2
2D6	remoxipride	1	2D6-1
2D6	remoxipride	2	2D6-2
2D6	risperidone	1	2D6-1
2D6	risperidone	2	2D6-2
3A4	risperidone	1	3A4-1
3A5	risperidone	1	3A5-1
3A5	risperidone	2	3A5-2
3A7	risperidone	1	3A7-1
